Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Faktor: Gier : erotische Geschichten	-	Romy Alexius	Blue Panther Books	Hamburg	2021	-	9783966416139; 3966416131	1. Auflage, vollständige Taschenbuchausgabe, Originalausgabe	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	200 Seiten	19 cm	-	Blue Panther Books Taschenbuch ; Band 2538	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N42	830; B	-	-	https://d-nb.info/1243100494/04	http://deposit.dnb.de/cgi-bin/dokserv?id=0dca7858f14a4cf89375cbe8cbfec309&prov=M&dok_var=1&dok_ext=htm	-	-
Bajass : Roman	-	Flavio Steimann	Edition Nautilus	Hamburg	2021	-	9783960542766; 3960542763	Neuausgabe	(Broschur : EUR 18.00 (DE), EUR 18.50 (AT), CHF 25.30 (freier Preis))	127 Seiten	21 cm, 200 g	-	-	-	-	-	Band	21,A51; 21,N41	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=21a2da8917734129ac1a877ca7096b3a&prov=M&dok_var=1&dok_ext=htm	-	-
Eiskaltes Mondlicht : Gedichte aus einem japanischen Taschenkalender	-	Peter Piontek	Wehrhahn Verlag	Hannover	2021	-	9783865258694; 3865258697	1. Auflage	(Broschur : EUR 14.00 (DE), EUR 14.40 (AT))	142 Seiten	21 cm, 220 g	-	-	-	-	-	Band	21,A51; 21,N38	830; B	-	-	https://d-nb.info/1241415986/04	-	-	-
Mach Weihnachten fertig : das Buch für alle Weihnachts-Muffel	-	Fabian Höchst	my dna media	Frankfurt	2021	-	9783985610198; 3985610193	2. edition	(Broschur : EUR 12.99 (DE), EUR 13.40 (AT))	159 Seiten	22 cm	-	-	-	-	-	Band	21,A51; 21,N38	830; B	-	-	https://d-nb.info/1241348774/04	-	-	-
In der nie endenden bernsteinfarbenen Nacht	-	PEN, Hrsg	Kursbuch Kulturstiftung	Hamburg	2021	-	9783961962006; 3961962006	-	(Festeinband : EUR 22.00 (DE), EUR 22.60 (AT), CHF 23.30 (freier Preis))	301 Seiten	22 cm	-	-	"Stimmen aus dem Exil" - Titelzusatz auf  Schmutztitel und Buchumschlag	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N37	830; B	-	-	https://d-nb.info/1240916345/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c4c9e9e2da6a4d559478973c04baa6c2&prov=M&dok_var=1&dok_ext=htm	-	-
Aus_Wege : Erzählungen	-	Friedel Weise-Ney	Verlag Ralf Liebe	Weilerswist	2021	-	9783948682231; 3948682232	1. Auflage	(Gewebe : EUR 20.00 (DE), EUR 20.00 (AT))	184 Seiten	22 cm, 323 g	-	-	-	-	-	Band	21,A51; 21,N36	830; B	-	-	https://d-nb.info/1240162367/04	-	-	-
Ein Fall für Eden und Mattern : Ostfrieslandkrimi	-	Marc Freund	Klarant Verlag	Bremen	2021	-	-	-	-	-	20 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Nachtbaden	-	Jana Weinert ; Illustrationen: Ulrike Wodner	Dorise-Verlag	Erfurt	2021	-	9783946219538; 3946219535	-	(Broschur : EUR 14.70 (DE), EUR 15.20 (AT))	137 Seiten	19 cm, 213 g	-	-	-	-	-	Band	21,A51; 21,N34	830; B	-	-	https://d-nb.info/1239269757/04	-	-	-
Mut zur Liebe : Roman	-	Elisabeth Eckerl	Offsetdruck Dorfmeister	Tittling	2021	-	9783927454392; 3927454397	1. Auflage	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT))	332 Seiten	19 cm, 406 g	-	-	Zielgruppe - ab 0	-	-	Band	21,A51; 21,N33	830; B	-	-	-	-	-	-
Lass mal an uns selber glauben : meine schönsten Gedichte	-	Julia Engelmann ; mit Illustrationen der Autorin	Goldmann	München	2021	-	9783442316427; 3442316421	1. Auflage, Originalausgabe	(Festeinband :  EUR 12.00 (DE),  EUR 12.40 (AT), circa CHF 17.46, circa CHF 17.90 (freier Preis))	188 Seiten	21 cm, 291 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N32	830; B	-	-	https://d-nb.info/1238379060/04	http://deposit.dnb.de/cgi-bin/dokserv?id=13e0a28e78db4a28ba3cd57146d7c421&prov=M&dok_var=1&dok_ext=htm	-	-
Der letzte Satz : Roman	Der letzte Satz	Robert Seethaler	Goldmann	München	2021	-	9783442493104; 3442493102	1. Auflage, Taschenbuchausgabe	(Broschur : circa EUR 11.00 (DE), circa EUR 11.40 (AT), circa CHF 16.49, circa CHF 16.90 (freier Preis))	138 Seiten	19 cm, 155 g	-	-	-	-	-	Band	21,A51; 21,N31	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=c77899339d0b497a9af828b9c69152fe&prov=M&dok_var=1&dok_ext=htm	-	-
Sammelsurium : Kurzgeschichten : Auszüge aus meinen Texten 1949-2019	-	Jan Voß	Cogitare Verlag	Wietzetze	2021	-	9783940954183; 3940954187	-	(Broschur : EUR 9.90 (DE), EUR 9.90 (DE), EUR 10.20 (AT), EUR 10.20 (AT))	108 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N30	830; B	-	-	https://d-nb.info/1237440238/04	-	-	-
Mitunter sogar Lachen : Erinnerungen	-	Erich Fried	Verlag Klaus Wagenbach	Berlin	2021	-	9783803133427; 3803133424	-	(Festeinband : EUR 22.00 (DE), EUR 22.70 (AT))	203 Seiten	22 cm	-	-	-	-	-	Band	21,A51; 21,N30	830	Fried, Erich	838.91403	https://d-nb.info/1237433819/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c5387a5a52204a4b8532fbc4dd445a51&prov=M&dok_var=1&dok_ext=htm	-	-
Grotesk? : Manfred Peter Hein und die Bildende Kunst	-	Theresa Heyer	Frank & Timme	Berlin	2021	-	9783732906802; 3732906809	-	(Broschur : EUR 59.80 (DE), EUR 59.80 (AT), CHF 89.70 (freier Preis))	397 Seiten	21 cm	-	Literaturwissenschaft ; Band 98	-	Erscheint auch als: Online-Ausgabe	Dissertation; Johannes Gutenberg-Universität Mainz2020	Band	21,A51; 21,N30	700; 830	Hein, Manfred Peter; Künstlerisches Werk; Kunst; Das Groteske; Rezeption; Figurengedicht	700.92	https://d-nb.info/1237336163/04	-	-	-
Lass uns so tun, als wäre nichts : ein Bodensee-Roman	-	Merit Stocker	edition winterwork	Borsdorf	2021	-	9783960148104; 3960148100	-	(Broschur : EUR 9.90 (DE), EUR 10.20 (AT))	339 Seiten	20 cm, 391 g	-	-	-	-	-	Band	21,A51; 21,N29	830; B	-	-	https://d-nb.info/1237062497/04	http://deposit.dnb.de/cgi-bin/dokserv?id=03ba414938d64284909c0e83199639d3&prov=M&dok_var=1&dok_ext=htm	-	-
Tan goes on : der ewige Tanz des Lebens : Roman	-	Norbert Beier-Xanke	VERRAI-VERLAG	Stuttgart	2021	-	9783948342425; 3948342423	1. Auflage	(Broschur : circa EUR 19.90 (DE), circa EUR 20.50 (AT))	395 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N29	830; B	-	-	-	-	-	-
Zeitenschmiede : historischer Roman	-	Judith Hages	Hahne & Schloemer	Düren	2021	-	9783942513586; 3942513587	-	(Broschur : EUR 12.95 (DE), EUR 13.40 (AT))	326 Seiten	20 cm, 483 g	-	-	-	-	-	Band	21,A51; 21,N28	830; B	-	-	-	-	-	-
Die Farben der Nacht oder der dunkle "Blütenschimmer" der poetischen Nächte	Die Farben der Nacht	Thomas Jung	sine causa	Berlin	2021	-	9783945371121; 3945371120	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	109 Seiten	18 cm	-	-	-	-	-	Band	21,A51; 21,N27	830	Deutsch; Literatur; Nacht	830.933	-	-	-	-
Zwei Minuten für die Seele : Kolumne fürs Leben : Geschichten, die uns berühren und glücklich machen	-	Louis Hagen	Koehler	Hamburg	2021	-	9783782215015; 378221501X	-	(Broschur : circa EUR 12.95 (DE), circa EUR 13.30 (AT), circa CHF 15.50 (freier Preis))	203 Seiten	21 cm	-	Bild	-	-	-	Band	21,A51; 21,N26	830; B	-	-	https://d-nb.info/1236110048/04	-	-	-
(EIS) : Sofortbildkammern	-	neutro	vauvau-verlag	Berlin	2021	-	9783946303084; 3946303080	Erste Auflage	(Festeinband : EUR 29.80 (DE), EUR 29.80 (AT), CHF 38.00 (freier Preis))	126 Seiten	25 cm, 700 g	-	-	-	-	-	Band	21,A51; 21,N26	770; 830; B	-	-	https://d-nb.info/1236033205/04	-	-	-
Heimweh : Jaun zur Zeit des letzten Statthalters	-	Monique Senn-Buchs	www.swiboo.ch	[Stein]	2021	-	9783907106624; 3907106628	1. Auflage	(Broschur : CHF 25.00 (freier Preis))	229 Seiten	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Bin bis ich bin : Novelle	-	Paul Krieger	p+b-Verlag	Wiesbaden	2021	-	9783927684386; 3927684384	-	(Broschur : EUR 10.90 (DE), EUR 10.90 (AT), CHF 11.90 (freier Preis))	211 Seiten	18 cm, 214 g	-	-	-	-	-	Band	21,A51; 21,N25	830; B	-	-	-	-	-	-
Glückliche Wochen : Erzählungen	-	Andreas Rasp	Quintus-Verlag	Berlin	2021	-	9783969820223; 3969820227	-	(Festeinband : EUR 20.00 (DE), EUR 20.50 (AT))	168 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N25	830; B	-	-	https://d-nb.info/1235542866/04	-	-	-
Chroniken von Chaos und Ordnung : Irwin MacOsborn - Legende	-	J.H. Praßl	Lindwurm	Hamburg	2021	-	9783948695705; 3948695709	1. Auflage	(Broschur : circa EUR 22.00 (DE), circa EUR 22.70 (AT), circa CHF 25.00 (freier Preis))	663 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N24	830; B	-	-	-	-	-	-
Der Exorzismus der Ivy Good : Teil 2	-	M.H. Steinmetz	Redrum	Berlin	2021	-	9783959576598; 3959576595	1. Auflage, deutsche Erstauflage	(Broschur : EUR 14.99 (DE), EUR 15.50 (AT))	254 Seiten	21 cm, 387 g	-	Redrum ; 174	-	-	-	Band	21,A51; 21,N24	830; B	-	-	-	-	-	-
Bildanschauung Thomas Huber "Rede in der Schule" : Archivstudie und Handbuch zur Bildtrilogie (1982-1984)	-	Beate Klompmaker	trafo Wissenschaftsverlag	Berlin	2021	-	9783864640872; 3864640873	-	(Broschur : EUR 49.80 (DE), EUR 51.20 (AT))	412 Seiten	21 cm, 860 g	-	-	-	-	Dissertation; Staatliche Hochschule für Gestaltung Karlsruhe	Band	21,A51; 21,N22	750; 830	Huber, Thomas; Das Autobiografische; Rede	759.9494	https://d-nb.info/1234356023/04	-	-	-
Rejection [durchgestrichen] ReJacktion	-	Britta Bretzel	Silberkrone - Verlag	Graz	2021	-	9783903387942; 3903387940	1. Auflage	(Broschur : EUR 14.99 (DE), EUR 14.99 (AT), CHF 16.41 (freier Preis))	326 Seiten	20 cm	-	-	Im Titel ist die Silbe "jec" durchgestrichen und durch "Jack" ersetzt	-	-	Band	21,A51; 21,N22	830; B	-	-	-	-	-	-
HerzlichtMenschenspiel : die Spielregeln auf dem Weg zu Gott	-	Sabine Langner	Verlag am Sipbach	Sipbachzell	2021	-	9783903259317; 3903259314	1. Auflage	(Broschur : EUR 17.60 (DE), EUR 17.60 (AT))	93 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N22	830; B	-	-	-	-	-	-
Der Weg zu mir : Mutmachbuch	-	Kurt A. Freischläger	NEPA	Bad Salzungen	2021	-	9783946814610; 3946814611	Originalausgabe	(Broschur : EUR 10.99 (DE), EUR 12.99 (AT), CHF 11.89 (freier Preis))	121 Seiten	19 cm, 400 g	-	-	Zielgruppe - ab 6	-	-	Band	21,A51; 21,N21	830; B	-	-	-	-	-	-
Ziegen können nicht fliegen : tierische Gereimtheiten mit und ohne Sinn	-	Maria Wyrsch	Rediroma-Verlag	Remscheid	2021	-	9783985271412; 3985271410	-	(Broschur : EUR 6.95 (DE), EUR 7.20 (AT))	55 Seiten	21 cm, 90 g	-	-	-	-	-	Band	21,A51; 21,N21	830; B	-	-	-	-	-	-
Schreie & Flüstern : Roman	-	Lisa Kreißler	mairisch Verlag	[Hamburg]	2021	-	9783948722104; 3948722102	1. Auflage	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT))	217 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N20	830; B	-	-	-	-	-	-
Bilder von uns : Stück	-	Thomas Melle	Reclam	Ditzingen	2021	-	9783150142035; 3150142032	-	(Broschur : EUR 5.80 (DE), EUR 6.00 (AT))	127 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 14203; Theater der Gegenwart	-	-	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233134779/04	http://deposit.dnb.de/cgi-bin/dokserv?id=f649c39d33d84758aa21c63cd128c1b6&prov=M&dok_var=1&dok_ext=htm	-	-
Welt der Schwerter	-	-	Lindwurm	Hamburg	2021	-	9783948695460; 3948695466	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 15.00 (freier Preis))	343 Seiten	-	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	-	-	-	-
Der arme Spielmann : Erzählung	Der arme Spielmann	Franz Grillparzer	Reclam	Ditzingen	2021	-	9783150140932; 3150140935	-	(Broschur : EUR 3.60 (DE), EUR 3.70 (AT))	90 Seiten	15 cm	-	4180 !010784632! ; Nr. 14093	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233133403/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c2446b512537496f878e5ec16bd6d004&prov=M&dok_var=1&dok_ext=htm	-	-
Wilhelm Meisters Lehrjahre	Wilhelm Meisters Lehrjahre	Johann Wolfgang Goethe ; herausgegeben von Ehrhard Bahr	Reclam	Ditzingen	2021	-	9783150141823; 3150141826	-	(Broschur : EUR 11.60 (DE), EUR 12.00 (AT))	786 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 14182	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233130218/04	http://deposit.dnb.de/cgi-bin/dokserv?id=4cea6034121e4973a1fc5d298f4986f9&prov=M&dok_var=1&dok_ext=htm	-	-
Vierundzwanzig Stunden aus dem Leben einer Frau	Vierundzwanzig Stunden aus dem Leben einer Frau	Stefan Zweig ; herausgegeben von Michael Scheffel	Reclam	Ditzingen	2021	-	9783150141779; 315014177X	-	(Broschur : EUR 4.00 (DE), EUR 4.20 (AT))	116 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 14177	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233130021/04	http://deposit.dnb.de/cgi-bin/dokserv?id=46e839c933e1467f8bea8f2b369e31aa&prov=M&dok_var=1&dok_ext=htm	-	-
Der Verschwender : Original-Zaubermärchen in drei Aufzügen	-	Ferdinand Raimund ; herausgegeben von Matthias Mansky	Reclam	Ditzingen	2021	-	9783150140710; 3150140714	-	(Broschur : EUR 3.80 (DE), EUR 4.00 (AT))	149 Seiten	15 cm	-	Reclams Universal-Bibliothek ; 14071	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233128612/04	http://deposit.dnb.de/cgi-bin/dokserv?id=105914cb100f4f628a279207cd49ec1c&prov=M&dok_var=1&dok_ext=htm	-	-
Welt der Schwerter	-	-	Lindwurm	Hamburg	2021	-	9783948695606; 3948695601	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 15.00 (freier Preis))	320 Seiten	-	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	-	-	-	-
Der Stille sanftes Licht : 12 neue Rauhnacht-Geschichten	-	Heike Wendler	Benno	Leipzig	2021	-	9783746259628; 3746259622	-	(Festeinband : circa EUR 9.95 (DE), circa EUR 10.30 (AT))	96 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233126989/04	-	-	-
Weihnachtliche Kurzgeschichten : zum Schmunzeln und Schmökern	-	Societäts-Verlag (Hg.) ; Autorinnen und Autoren Sophia Adams [11 andere]	Societäts Verlag	Frankfurt	2021	-	9783955424060; 3955424065	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	182 Seiten	19 cm	-	-	-	-	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/123303376X/04	-	-	-
Berlin-Quartett : Herzrasen : Roman	-	Pieke Biermann	Argument Verlag	Hamburg	2021	-	9783867542586; 3867542589	Erste Auflage	(Festeinband : circa EUR 15.00 (DE))	310 Seiten	19 cm	-	Ariadne ; 1258	-	-	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233032054/04	-	-	-
Mit Volldampf durch die weiße Pracht : Wintergeschichten für Eisenbahnromantiker	-	zusammengestellt von: Volker Bauch, Gößnitz	St. Benno Verlag GmbH	Leipzig	2021	-	9783746259550; 374625955X	-	(Festeinband : circa EUR 9.95 (DE), circa EUR 10.30 (AT))	128 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1233028650/04	-	-	-
Über Leben in Deutschland : Kolumnen aus einem lustigen Land	-	Imre Grimm ; RND, Redaktionsnetzwerk Deutschland	zu Klampen	Springe	2021	-	9783866748163; 3866748167	-	(Festeinband : circa EUR 20.00 (DE), circa EUR 20.60 (AT))	266 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1232943398/04	-	-	-
Ausrasten : Erzählungen	-	Christopher Wurmdobler	Czernin Verlag	Wien	2021	-	9783707607369; 3707607364	-	(Festeinband : EUR 20.00 (DE), EUR 20.00 (AT))	156 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	-	-	-	-
Kleine Geschichte von der Frau, die nicht treu sein konnte : Roman	-	Tanja Langer	Mitteldeutscher Verlag	Halle (Saale)	2021	-	9783963115394; 3963115394	[1. überarbeitete Neuausgabe]	(Broschur : EUR 18.00 (DE), EUR 18.50 (AT), CHF 25.20 (freier Preis))	505 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	https://d-nb.info/1232832049/04	-	-	-
Vergissmeinnicht - was man bei Licht nicht sehen kann	-	Kerstin Gier	FISCHER	Frankfurt am Main	2021	-	9783949465000; 3949465006	Originalausgabe	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT))	478 Seiten	22 cm, 758 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=2d47f3338a54420f9a8a6863a13cf1ea&prov=M&dok_var=1&dok_ext=htm	-	-
Gereifte Sinnlichkeit : Gedichte	-	Carsten-Martin Johannsen	make a book	Neukirchen	2021	-	9783961720750; 3961720754	3., erweiterte Auflage	(Broschur : EUR 9.80 (DE), EUR 10.10 (AT), CHF 11.00 (freier Preis))	119 Seiten	19 cm, 139 g	-	-	-	-	-	Band	21,A51; 21,N19	830; B	-	-	-	-	-	-
Bulle in Action auf Ibiza	-	Marc Förster	Himmelstürmer Verlag	Binnen	2021	-	9783863619275; 3863619277	Originalausgabe	(Broschur : EUR 17.90 (DE), EUR 18.40 (AT))	212 Seiten	21 cm, 300 g	-	Sex & Crime ; Band 19	Zielgruppe - ab 16	-	-	Band	21,A51; 21,N18	830; B	-	-	-	-	-	-
Das Biest in Dir : Das Urteil der Götter	Das Urteil der Götter	Felix Hänisch	XOXO Verlag	Bremen	2021	-	9783967520767; 3967520765	Neuauflage	(Broschur : EUR 16.90 (DE), EUR 17.50 (AT))	476 Seiten	21 cm, 500 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N18	830; B	-	-	-	-	-	-
Die Blutstropfen des Kohlenrosses und andere sagenhafte Geschichten aus Osttirol	-	Bernd Lenzer ; mit Zeichnungen von Natalie Istenich	Tyrolia-Verlag	Innsbruck; Wien	2021	-	9783702239848; 3702239847	-	(Festeinband : circa EUR 19.95 (DE), circa EUR 19.95 (AT))	144 Seiten	23 cm, 499 g	-	-	-	-	-	Band	21,A51; 21,N18	830; B	-	-	https://d-nb.info/1232513784/04	http://deposit.dnb.de/cgi-bin/dokserv?id=fc862ac5239d46149d7fbaaa3d98d064&prov=M&dok_var=1&dok_ext=htm	-	-
Sehnsucht nach Glück - im Gestern, im Morgen, im Jetzt!	-	Ilona M. Fudali	Engelsdorfer Verlag	Leipzig	2021	-	9783969401149; 3969401143	-	(Broschur : EUR 14.50 (DE), EUR 15.00 (AT))	229 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N17	830; B	-	-	https://d-nb.info/1232150479/04	-	-	-
Neue Tiergeschichten, die direkt oder indirekt mit dem Menschen verbunden sind : für jung und alt	-	Karl-Heinz Schwarzbach	Engelsdorfer Verlag	Leipzig	2021	-	9783969401187; 3969401186	-	(Broschur : EUR 9.00 (DE), EUR 9.30 (AT))	61 Seiten	19 cm	-	-	-	-	-	Band	21,A51; 21,N17	830; B	-	-	https://d-nb.info/1232150053/04	-	-	-
Farbe komma dunkel	-	Levin Westermann	Matthes & Seitz Berlin	Berlin	2021	-	9783751800488; 3751800484	Erste Auflage	(Festeinband: circa EUR 18.00 (DE), circa EUR 18.50 (AT), circa CHF 24.50 (freier Preis))	111 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N17	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=a73aff245a8d4f9fb938e61af4198ef1&prov=M&dok_var=1&dok_ext=htm	-	-
Welten auseinander	-	Julia Franck	S. FISCHER	Frankfurt am Main	2021	-	9783100024381; 3100024389	Originalausgabe	(Festeinband : EUR 23.00 (DE), EUR 23.70 (AT))	367 Seiten	21 cm, 478 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N17	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=be0b3907327a4364aa3eba8d145efccc&prov=M&dok_var=1&dok_ext=htm	-	-
Zorn - Opferlamm : Thriller	-	Stephan Ludwig	FISCHER Taschenbuch	Frankfurt am Main	2021	-	9783596705832; 3596705835	Originalausgabe	(Broschur : EUR 10.99 (DE), EUR 11.30 (AT))	396 Seiten	19 cm, 345 g	-	-	"Der elfte Fall für Zorn und Schröder" - Umschlag	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N17	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=42367cac20f245e49d44cfdfe72c1018&prov=M&dok_var=1&dok_ext=htm	-	-
Juwelennächte : Kriminalroman	-	Karin Joachim	Gmeiner	Meßkirch	2021	-	9783839200360; 3839200369	1. Auflage, Originalausgabe	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 17.90 (freier Preis))	282 Seiten	21 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	21,A51; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=819ea6c178a741e78ea2898428398b5d&prov=M&dok_var=1&dok_ext=htm	-	-
Nachtleben : Roman	-	Sabin Tambrea	Atlantik	Hamburg	2021	-	9783455012354; 3455012353	1. Auflage	(Festeinband : circa EUR 20.00 (DE), circa EUR 20.60 (AT), circa CHF 26.90 (freier Preis))	173 Seiten	21 cm, 284 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	830; B	-	-	https://d-nb.info/123146349X/04	-	-	-
Stille Zeile sechs : Roman	-	Monika Maron	Hoffmann und Campe	Hamburg	2021	-	9783455012897; 3455012892	1. Auflage, Neuausgabe	(Festeinband : EUR 24.00 (DE), EUR 24.70 (AT), CHF 32.50 (freier Preis))	173 Seiten	21 cm, 290 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	830; B	-	-	-	-	-	-
Animal triste : Roman	-	Monika Maron	Hoffmann und Campe	Hamburg	2021	-	9783455012743; 3455012744	1. Auflage, Neuausgabe	(Festeinband : EUR 24.00 (DE), EUR 24.70 (AT), CHF 32.50 (freier Preis))	191 Seiten	21 cm, 306 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	830; B	-	-	-	-	-	-
Endmoränen : Roman	-	Monika Maron	Hoffmann und Campe	Hamburg	2021	-	9783455012873; 3455012876	1. Auflage, Neuausgabe	(Festeinband : EUR 24.00 (DE), EUR 24.70 (AT), CHF 32.50 (freier Preis))	205 Seiten	21 cm, 324 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	830; B	-	-	-	-	-	-
Annette von Droste-Hülshoff : Dichterin zwischen den Feuern : Romanbiografie	-	Maria Regina Kaiser	Südverlag	Konstanz	2021	-	9783878001447; 3878001444	-	(Festeinband : EUR 22.00 (DE))	335 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N15	830; B	-	-	https://d-nb.info/1231005521/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a50663a19be8408091016c7765ac52ca&prov=M&dok_var=1&dok_ext=htm	-	-
Sag mir, wen du hörst, sag mir, wen du siehst, sag mir, wer du bist : Thriller	-	Andrea Nagele	emons	[Köln]	2021	-	9783740812706; 3740812702	Originalausgabe	(Broschur : EUR 16.00 (DE), EUR 16.50 (AT))	318 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=79e26fbf74d44c41887e206309d4192d&prov=M&dok_var=1&dok_ext=htm	-	-
Kaffee Mokka tot : Kurzkrimis	-	Anja Marschall (Hrsg.) ; mit Beiträgen von Sina Beerwald [und viele weitere]	emons	[Köln]	2021	-	9783740813291; 3740813296	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 17.30 (freier Preis))	239 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N15	830; B	-	-	https://d-nb.info/1231000228/04	http://deposit.dnb.de/cgi-bin/dokserv?id=15a7f0d4b8d443f6b823844b88a2e5ad&prov=M&dok_var=1&dok_ext=htm	-	-
Schwarzwälder Finsternis : Kriminalroman	-	Ralf Kühling	emons	[Köln]	2021	-	9783740813499; 3740813490	Originalausgabe	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 17.30 (freier Preis))	205 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=12418f290cb5459186e129d435106f4a&prov=M&dok_var=1&dok_ext=htm	-	-
