title|author|issue|DE-640|signature
Everything on a waffle|Horvath, Polly|1. ed.|[]|HD 240 H823
Deutsche Grammatik|Helbig, Gerhard|0|[]|GB 3046 H474
Sounder|Armstrong, William H.|1st Perennial classics ed.|[]|HD 240 A739
Spannendes Wissen über Technik im Alltag|Ardley, Neil|0|[]|ED 5430 A676
All the little ones - and a half|Murphy, Mary|0|[]|HG 831 M978 A4
Life in prison|Williams, Stanley Tookie|0|[]|Fre O 580: 171
Birds, flowers and trees|Holden, Peter|1. publ.|[]|Bio A 950: 21
Leading in a culture of change|Fullan, Michael|1. ed.|[]|Paed L 900: 80
Asking about cells|Tobin, Allan J.|0|[]|Bio A 350: 62
Organisation und Zukunft|Zech, Rainer|1. Aufl.|[]|Psy E 700: 192
Mimi, die Lesemaus|0|1. Aufl.|[]|0
"Erhebungs- und Auswertungsverfahren des DFG-Projekts ""Lehr-Lern-Prozesse im Physikunterricht - eine Videostudie"""|Prenzel, Manfred|0|[]|Phy C 100: 41
Quacki, der kleine freche Frosch|Wagner, Elisabeth|12. Aufl.|[]|LR 56985 W132 (12)
Statistikreport Kinderbekleidung und Babyausstattung|0|0|[]|LC 12000 S797 (2001)
Alter und Aufbruch in neue Lebens- und Wissenschafts-Welten|Veelken, Ludger|1. Aufl.|[]|Paed P 800: 88
Weihnachten in anderen Ländern|Funcke, Karin|[Nachdr.]|[]|0
John & Morag|Soffner, Bernd|0|[]|Paed L 520: 31
Konzepte web-basierter Trainingsangebote im Internet|Grossmann, Stefan|0|[]|Dipl 1554
Wissensmanagement zweiter Ordnung|Deiwiks, Christof|0|[]|Dipl 1550
Eine Problemskizze der heutigen Erziehungs- und Bildungssituation unter Zuhilfenahme des Gedankenguts Eugen Finks|Kretschmer, Eva|0|[]|Dipl 1548
Medien in der Elementarerziehung unter besonderer Berücksichtigung sprachlicher und interkultureller Aspekte|Roick, Heike|0|[]|Dipl 1545
Mediation - ein Konfliktlösungsverfahren|Wiesler, Claudia|0|[]|Dipl 1543
Aspekte einer wertorientierten Erziehung im Heim|Trapp, Boris|0|[]|Dipl 1542
Schnittpunkt|0|0|[]|0
The last lobo|Smith, Roland|1. Hyperion pbk. ed|[]|Fre O 580: 166
Mit Jule durch den Tag|Probst, Petra|0|[]|ED 5540 P962
Taking education really seriously|Fielding, Michael|0|[]|Paed E 300: 53
EDV in Kindertageseinrichtungen|Herrmann, Sabine|1. Aufl.|[]|Paed G 860: 100
What about the boys?|Martino, Wayne|0|[]|Paed B 650: 272
Cambridge certificate of proficiency in English|0|1. publ.|[]|HD 190 C178 -1
Der Jugendbrockhaus|0|4., völlig neu bearb. Aufl|[]|ED 5430 S928 (4)-1
Der Jugendbrockhaus|0|4., völlig neu bearb. Aufl|[]|ED 5430 S928 (4)-2
Der Jugendbrockhaus|0|4., völlig neu bearb. Aufl|[]|ED 5430 S928 (4)-3
Fingerfood|Teubner, Christian|0|[]|ZE 77500 T351
Diabetes ist meine Sache|Hirsch, Axel|2. Aufl.|[]|Bio E 630: 220
Frauen im deutschen Stiftungswesen|Haibach, Marita|0|[]|AK 50900 H149
Intelligente Technik - Perspektiven für den Haushalt|Baier, Elvira D.|0|[]|ZE 74000 B152
English elements|Fischer Callus, Myriam|1. Aufl., 1. Dr.|[]|0
Systemisches Wissensmanagement in einem mittelständischen Unternehmen|Schlicht, Frank|0|[]|Dipl 1523
The ultimate playground & recess game book|Bailey, Guy|0|[]|Spo C 120: 37
Ready steady rap|Foster, John|0|[]|HG 830 F755
Fairyland|Lach, William|0|[]|HG 550 L132
Gedichtbuch|Pörnbacher, Karl|1. Aufl., 3. Dr.|[]|GB 3002 P745
Wiener Altstadt-Spaziergänge|Mandl, Henriette|3., überarb. Aufl., aktualisierte Neuausg.|[]|RK 80012 M272 (3)
The writing classroom|Evans, Janet|1. Aufl., 3. Dr.|[]|HD 206 E92
The adventures of Tom Sawyer|Twain, Mark|[Nachdr.], complete and unabridged|[]|HT 4703 T655
Demokratieerziehung|Burkard, Astrid|0|[]|Dipl 1541
Counseling psychology|Gelso, Charles J.|2. ed.|[]|Psy L 700: 101
Qualitätsstandards und Qualitätssicherung|Schmidt, Stephan|0|[]|Dipl 1539
Systemtheoretische Beobachtungen der Subjektiven Didaktik|Eimer, Reinhard|0|[]|Dipl 1538
Frightening fiction|Reynolds, Kimberley|1. publ.|[]|HG 831 R463
The devil's arithmetic|Yolen, Jane|0|[]|HU 9800 Y54 D4
Abenteuer Lernen|Reiling, Yvonne|0|[]|Dipl 1561
Geschlecht und Gottesbild|Altrogge-Neumann-Mahlkau, Wiebke|0|[]|Dipl 1560
Kreatives Lehren und Lernen in der Erwachsenenbildung|Fröleke, Angelika|0|[]|Dipl 1559
Erwachsenen-Lernen aus konstruktivistischer Sicht|Zink, Columba-Maria|0|[]|Dipl 1558
Moderne funktionelle Gymnastik|Michaelis, Petra|2. Aufl.|[]|Spo C 20: 84
"Mediation als Konfliktlösungsstrategie im kommunalen Bereich am Beispiel ""KoKo e.V. Freiburg"""|Czarzynski, Erwin|0|[]|Dipl 1557
Familienstrukturwandel|Lehmann, Sandra|0|[]|Dipl 1556
New teacher education for the future|Cheng, Yin Cheong|0|[]|Paed S 100: 65
Lernen in Bewegung|Gantenbein, Charlotte|0|[]|Dipl 1522
Zirkus als Medium der Erlebnispädagogik|Schwab, Martin|0|[]|Dipl 1521
Die Jugendfarm als pädagogische Einrichtung|Sandmann, Anja|0|[]|Dipl 1518
Musik und Geselligkeit mit Senioren|Meßmer, Ewaldine|0|[]|Dipl 1534
Personzentrierte Psychomotorik|Peske, Anabell|0|[]|Dipl 1531
Evaluation eines Ausbildungsseminars in personenzentrierter Gesprächsführung mittels eines hierzu entwickelten Ratingverfahrens|Kling, David W.|0|[]|Dipl 1492
Möglichkeiten der Schulsozialarbeit im Bereich der Hauptschule|Battke, Constanze|0|[]|Dipl 1506
Telelernen - ein Lernarrangement der Zukunft?|Talaga-Merz, Natalie|0|[]|Dipl 1514
Der Beitrag der Erlebnispädagogik zur Teamentwicklung|Zonsius, Michael|0|[]|Dipl 1510
Frauenklöster im Dienste der Jugend- und Familienarbeit|Marx, Daniela|0|[]|Dipl 1498
"Die Konzeption der ""Schule auf dem Bauernhof"" in ihrer Wirkung auf Kinder und Jugendliche"|Einsiedler, Richard|0|[]|Dipl 1517
Die Moderatorenwerkstatt|Seth, Martina|0|[]|Dipl 1511
Teamentwicklung unter besonderer Brücksichtigung des Neuro-Linguistischen-Programmierens zur Optimierung der Kommunikation und Teamarbeit|Grundler, Katja|0|[]|Dipl 1512
Cambridge international dictionary of English|Procter, Paul|Repr.|[]|HE 305 P964
Selbstverletzendes Verhalten im Kindes- und Jugendalter|Wiebel, Burkhard|0|[]|Diss 2656
Umweltreise|0|0|[]|0
Don't step on the crack|MacNaughton, Colin|0|[]|HG 831 M169 D6
Mrs Honey's hat|Adams, Pam|big book ed., 4. impr.|[]|HG 831 A216 H7
Deutschstunden|0|1. Aufl.|[]|MA 16/77
Léa, l'oie|Coran, Pierre|0|[]|ED 5540 C788
Cache-cache pétoche|Sengel, France|0|[]|ED 5540 S476
Englische Grammatik|Ziegésar, Detlef von|4. Aufl.|[]|HD 220 Z66 -7/8(4)
Power learning|Kammermeyer, Fritz|1. Aufl.|[]|Math O 700: 123
Deutsch: Texte, Literatur, Medien|0|1. Aufl.|[]|GB 3000 II B928 L -9
When I was built|Thermes, Jennifer|1. ed.|[]|HG 831 T411
Lollipop|0|1. Aufl.|[]|GB 3000 I L864 Z -2
Der Aufbau der Jugendagentur Kenzingen unter systemtheoretischem Aspekt|Kaiser, Jan|0|[]|Dipl 1516
Die Relevanz der Basiskomponenten aus der subjektiven Didaktik für eine postmoderne Bildungsarbeit in Japan|Mori, Tomoko|0|[]|Dipl 1495
Akzeptierende Jugendarbeit mit rechten Jugendlichen|Ströhle, Jochen|0|[]|Dipl 1493
Gestalt und System|Krieg, Ralph|0|[]|Dipl 1505
Pädagogik im Nationalsozialismus|Rosenzweig, Regina|0|[]|Dipl 1504
Die Artikulation des Unterrichts im historischen Wandel|Stieler, Andrea|0|[]|Dipl 1503
Kooperation in der Erziehungsberatung|Zimmermann, Kerstin|0|[]|Dipl 1525,1-2
Ökonomisierungstendenzen in der Sozialen Arbeit|Weber, Sonja|0|[]|Dipl 1508,1-2
Interkulturelle Aspekte der Hortpädagogik|Herr, Martina|0|[]|Dipl 1509,1-2
Roget's international thesaurus|Kipfer, Barbara Ann|6. ed., rev. and updated|[]|HE 314 K57 (6)
Achtung Verachtung|Beyeler, Rahel|0|[]|NB 9000 B573 -1/4
Achtung Verachtung|Beyeler, Rahel|0|[]|NB 9000 B573 -1
Achtung Verachtung|Beyeler, Rahel|0|[]|NB 9000 B573 -2
Achtung Verachtung|Beyeler, Rahel|0|[]|NB 9000 B573 -3
Achtung Verachtung|Beyeler, Rahel|0|[]|NB 9000 B573 -4
The tip of the iceberg|Hutchens, David|0|[]|MA 11/110
Krake Hippihopp|Albrecht, Sybille|0|[]|Psy K 320: 112
Un bout de chemin avec des jeunes|Dessy, Pierre|0|[]|DS 7150 D475
Braunkohle - ein Industriezweig stellt sich vor|Schiffer, Hans-Wilhelm|0|[]|RC 20702 S333 (2001)
Neues Rechnen - neues Denken|Buchner, Christina|0|[]|Math N 280: 34
Ethik|0|1. Aufl., [Nachdr.].|[]|Phil T 700: 36 ,5/6
Froggy Plays Soccer|London, Jonathan|0|[]|HG 831 L847
Mediation|Montada, Leo|Jokers Sonderausg.; 1. Aufl|[]|Psy B 300: 42 g
Der Hund, der unterwegs zu einem Stern war|Mankell, Henning|0|[]|GX 6690 M278
Power learning|Kammermeyer, Fritz|0|[]|0
Christa Wolf, Medea. Stimmen|0|1. Dr|[]|GN 9932 D559
"Über ""Schlafes Bruder"""|Moritz, Rainer|4. Aufl.|[]|GN 9129 M862 (4)
Français, un nouvel outil pour prendre des notes|Caruso, Maria|0|[]|ID 1558 C329
Sprecherzieherisches Übungsbuch|Aderhold, Egon|2. Aufl.|[]|GB 2984 A232 (2)
Konflikte managen|Mahlmann, Regina|Jokers Sonderausg.; 2. aktual. u.neu ausgestattete Aufl.|[]|Psy B 300: 34 a
Memo|0|[Nachdr.].|[]|GB 3044 M533
My England|Oliver, Clifford|0|[]|MA 12/479
Homeless bird|Whelan, Gloria|0|[]|HU 9800 W566
Bärenstark|Babbe, Karin|0|[]|GB 2950 B112
Ethik|0|1. Aufl., 5. Dr.|[]|Phil T 700: 36 ,9/10
Pädagogik und Didaktik dargestellt an ausgewählten unterrichtlichen und ausserunterrichtlichen Veranstaltungen|Hassler, Gerd|0|[]|Paed L 770: 39
Sprachfuchs - II|0|1. Aufl., [Nachdr.] - 2001.|[]|MB 19/41
Ethik|0|0|[]|Phil T 700: 38 A,8
Ethik|0|0|[]|Phil T 700: 38 ,9
Story world|0|1. publ., [Repr.].|[]|HG 831 V149 -3
Mathilde Möhring|Fontane, Theodor|1. Aufl., 6. Dr.|[]|GL 3828 M431
Frau Jenny Treibel|Fontane, Theodor|1. Aufl., 12. Dr.|[]|GL 3828 F845
Monster!|0|1. Aufl., [Nachdr.]|[]|HD 212 P855
Bärenstark hören und sprechen|Babbe, Karin|0|[]|GB 2950 B112 Z
Sunshine-Box|0|1. Aufl.|[]|HD 230 M916
Expedition Geschichte|0|0|[]|0
Geschichten erzählen|0|1. Aufl., Nachdr.|[]|0
Wir machen Geschichte|0|0|[]|MB 20/4
Wizadora|0|0|[]|0
Ethik|0|0|[]|Phil T 700: 24 ,9
Die Judenbuche|Droste-Hülshoff, Annette von|2., überarb. Aufl.|[]|GL 3486 J92 H6 (2)
Sacajawea|Bruchac, Joseph|1. ed|[]|HU 9800 B887 S1
Ma vie, c'est la musique|Perron, Denis|0|[]|LR 12740 P459
Il était une fois... l'école|Bétus, Monique|1. éd.|[]|DK 1105 B999
La musique|Delobbe, Karine|0|[]|IE 3865 D361
Über das Fernsehen|Bourdieu, Pierre|[Nachdr.]|[]|Komm E 720: 41
Werke|Proust, Marcel|1. Aufl.|[]|IH 74360 W488 -6
Zimmer frei neu|0|[Nachdr.].|[]|GB 3044 C678 A
Möglichkeiten und Grenzen des Einsatzes von E-Learning in der Aus- und Weiterbildung|Ziegeldorf, Anne|0|[]|Dipl 1585
Justizvollzug & Pädagogik|0|2. Auflage|[]|Paed U 660: 34
Richtlinien für Reiten und Fahren|Miesner, Susanne|13. Aufl.|[]|Spo D 400: 7 ,2
Kids come in all languages|Spangenberg-Urbschat, Karen|8. print.|[]|HD 205 S735
Familie im Wandel|Wiktorska-Święcka, Aldona|0|[]|EC 8540 W663
Etudes françaises - Ensemble|Bayer, Peter|1. Aufl., [Nachdr.].|[]|ID 1572 F959 Z1 -2
Ermel|Chapon, Anne-Marie|0|[]|0
The phonology of English as an international language|Jenkins, Jennifer|1. publ., 2. impr.|[]|HD 198 J52
Irgendwie anders: Kinder, die den Rahmen sprengen ... und wie man mit ihnen umgeht|Rogge, Jan-Uwe|Orig.-Ausg.|[]|Paed G 290: 214
Langue et littératures francophones|Brahimi, Denise|0|[]|ID 1050 B813
The virtual university|Ryan, Steve|1. publ., repr.|[]|Paed R 750: 34
Young people's perspectives on education, training and employment|Unwin, Lorna|1. publ.|[]|Paed O 100: 121
Die Erlösungsphilosophie bei Schopenhauer und in der buddhistischen Literatur|Zafer, Nicolai|0|[]|Dipl 2001
SOS-Kinderdorf|Schreiber, Horst|0|[]|Paed U 440: 20
Writing as a learning tool|Tynjälä, Päivi|0|[]|GB 2964 T989
Untersuchungen über die Theorie der Brownschen Bewegung|Einstein, Albert|3. Aufl., [Repr. d. Ausg. Leipzig, Akad.-Verl.-Ges., 1922]|[]|Phy B 800: 48
Welt der Zahl - Zahlenwerkstatt|0|0|[]|0
Changing skies|0|1. publ.|[]|HD 220 III C456
It's still a dog's New York|Roth, Susan L.|0|[]|ED 5540 R845
Lernorientierte Qualitätstestierung in der Weiterbildung|Zech, Rainer|0|[]|Paed O 600: 211
Untersuchung der Feuchtetransporteigenschaften von Wetterschutztextilien bei Temperaturen um und unter dem Gefrierpunkt|Bartels, Volkmar Torsten|0|[]|ZS 5830 B283
German pioneers on the American frontier|Reichstein, Andreas|0|[]|NO 2649 R352
Around the world|0|1. Aufl., [Nachdr.] - 2001.|[]|HD 245 B586 A7 -1
Kleine Indianergeschichten|Reider, Katja|1. Aufl.|[]|ED 5540 R359 I3
The lord of the rings|Shore, Howard|0|[]|LT 53509 S559
Leitfaden für Lehrkräfte zur prozessorientierten Portfolioarbeit|Jungen, Therese|0|[]|Paed S 700: 61
Mental mathematics for the numeracy hour|Harries, Tony|Reprint.|[]|Math N 400: 81
Monstergeschichten|Funke, Cornelia|7. Aufl.|[]|GE 6919 F982 M7 (7)
Hoot and Holler|Brown, Alan James|1. American ed.|[]|HG 831 B877 R7
La violence en milieu scolaire|Debarbieux, Éric|0|[]|DO 8005 D286 -3
Une didactique de l'oral|Maurer, Bruno|0|[]|ID 1550 M453
Tangram|0|1. Aufl.|[]|GB 3044 T164 A -1/1
You read to me, I'll read to you|Hoberman, Mary Ann|1. ed.|[]|HG 831 H682
Lesen und Schreiben|0|1. Aufl.|[]|GB 2984 L861 Z -1
Using young adult literature in the English classroom|Bushman, John H.|3. ed|[]|HD 210 B978 (3)
SMP interact|0|0|[]|Math O 900: 30,11
Blick|0|3. Aufl., [Nachdr.].|[]|GB 3044 B648 A -1(3)
Cartwheels in the kitchen|Melling, David|1. ed.|[]|HG 831 M526
Griechenland|Latermann, Ute|0|[]|RO 70012 L351
Ma vie a changé|Murail, Marie-Aude|0|[]|IH 91900 M972 M1
There's a boy in the girls' bathroom|Sachar, Louis|0|[]|HU 9800 S121 B7
Making sense of mathematics teacher education|Lin, Fou-Lai|0|[]|Math N 80: 21
SLRT|Landerl, Karin|2. Nachdruck der 1. Aufl.|[]|GB 2950 L255
Mediation in der Schule|Simsa, Christiane E.|0|[]|Psy G 590: 68
Gökkuşağı balığı, bana yardım et!|Pfister, Marcus|0|[]|ED 5540 P529 K9
André Gide|Martin, Claude|10. Aufl.|[]|IH 45881 M379 (10)
Bewusster leben durch autogenes Training und richtiges Atmen|Müller, Else|Vollst. überarb. Neuausg.|[]|Psy L 240: 169
Little Lit|0|0|[]|ED 4260 S755 -1
EFQM - Version Erwachsenenbildung / Weiterbildung|Heinold-Krug, Eva|0|[]|Paed P 80: 137
Die nächste Generation|0|1. Aufl.|[]|Paed P 250: 121 ,1
The annotated Alice|Carroll, Lewis|Definitive ed.|[]|HL 2393 A615
The Modern World|Todd, Allan|1. publ.|[]|HD 245 T633
Kreatives Schreiben|Witschas, Dagmar|0|[]|GB 2964 W826 -5/6
Planning classwork|Estaire, Sheila|1. publ., 7. [Dr.]|[]|HD 188 E79
Focus on mixed exercises|Christie, David|0|[]|HD 220 F652 L
The queen's mirror|Jarvis, Shawn C.|0|[]|ED 4270 J38
Professionelles Ethos von Lehrerinnen und Lehrern|Zutavern, Michael|0|[]|Diss 2684
Continuing teacher education and school development|Day, Christopher|0|[]|Paed A 20: 85
Kunst-Stücke|0|2. Aufl., 4. [Dr.].|[]|LH 61290 E86 -3(2)
Carnet de chansons|Parmentier-Bernage, Bruno|0|[]|ID 1594 P254
Durchblick|0|1. Aufl.|[]|0
Durchblick|0|1. Aufl.|[]|0
Timesaver cross-curricular|Birdsall, Melanie|0|[]|HD 245 B618
Lernort Pfahlbauten|Kinsky, Marta|3. Aufl.|[]|NB 8600 K56 (3)
Touffu|Berthommier, Martin|0|[]|IE 3865 B542
The best-ever book of dinosaurs|Benton, Michael J.|0|[]|HG 832 B478
Let's practise English grammar|0|1. Aufl., 6. [Dr.] - 2001.|[]|HD 220 M186 L -1
L' amour en chaussettes|Gudule|0|[]|IH 91900 P531
Das Lachkind und 99 andere ausgewählte Geschichten|Wölfel, Ursula|[6. Aufl.]|[]|GE 6919 W842 L1
Sherlock Holmes and the Limehouse horror|Pullman, Philip|0|[]|HD 208 P982
Bertolt Brecht, Der gute Mensch von Sezuan, Leben des Galilei|Pfützner, Peter|8., veränd. Aufl.|[]|GM 2660 P531 (8)
You don't know me|Klass, David|1st ed|[]|HU 9800 K63
A small tall tale from the far Far North|Sís, Peter|1st Farrar, Straus and Giroux ed., Sunburst ed|[]|ED 5540 S999 S6
Dear nobody|Doherty, Berlie|0|[]|HN 9990 D655 D2
Geschichte aktuell - von der sozialen Frage bis zum ersten Weltkrieg|Mayr, Otto|3. Aufl.|[]|NB 9000 M474 (3)
Scotland|Rae, James|0|[]|LS 84000 R134
Problemfälle aus der Trigonometrie gut gelöst|Schröer, Harald|1. Aufl|[]|Math E 600: 5
Johnny schweigt|Hagemann, Bernhard|0|[]|GE 6918 H142
Wolfgang Borchert, Draussen vor der Tür|Balzer, Bernd|6. Aufl|[]|GN 3654 B198 (6)
Dr. Jekyll and Mr. Hyde|Stevenson, Robert Louis|0|[]|HD 216 S848
100 Jahre Steiff-Teddybären|Pfeiffer, Günther|0|[]|NW 6210 P526
Management im Kindergarten|Künkel, Almuth|6. Aufl.|[]|Paed G 940: 20
Otfried Preußler, Krabat|Comfere, Karin|0|[]|GB 2976 C732
Gender Mainstreaming|Krell, Gertraude|2. Aufl., Februar 2011|[]|MS 3200 K92 (2)
Harenberg-Literaturlexikon|Harenberg, Bodo|"2. Aufl. der vollst. überarb. und aktualisierten einbändigen Ausg. von ""Harenbergs Lexikon der Weltliteratur"" in 5 Bänden"|[]|EC 1010 H276 (2)
O holy night|Adam, Adolphe|0|[]|LU 63070 A193
Peter I. Tschaikowsky|Helm, Everett|13 Aufl.|[]|LP 66312 H478 (13)
Mimi, die Lesemaus|0|1. Aufl.|[]|GB 3000 I M662 Z
Calming signals|Rugaas, Turid|0|[]|Bio D 750: 103
Gospel-Suite I|Gunsenheimer, Gustav|[Partitur, Neuaufl.]|[]|LT 12600 G976 -1(N)
Gospel-Suite II|Gunsenheimer, Gustav|[Partitur, Neuaufl.]|[]|LT 12600 G976 -2(N)
Textilia|Klein-Bednay, Ildikó|0|[]|ZE 85500 S349 -1
Phantasie & Kreativität|Seitz, Rudolf|2. Aufl.|[]|Psy B 470: 47
GrammatiX|0|1. Aufl.|[]|GB 2980 II G745 -5
Little Cloud|Carle, Eric|0|[]|HG 831 C278 L7
Pass the jam, Jim|Umansky, Kaye|0|[]|HG 831 U48
Forschung - die Basis für Innovationen|Küppers, Brigitte|0|[]|MA 17/933
Bei Tim wird alles anders|Heinen, Gerd|3. Auflage|[]|GE 6919 H468 B4 (3)
Vocal improvisation|Weir, Michele|0|[]|LR 56980 W425
Minima moralia|Adorno, Theodor W.|26. Aufl.|[]|Phil P 240: 13
Collins-Longman student atlas|0|New ed.|[]|RB 10226 C713 (N)
Biologie Oberstufe|0|1. Aufl|[]|Bio G 100: 113
Gespräche gegen die Angst|Tausch, Anne-Marie|11. Auflage|[]|Psy L 660: 5
Grammatiktraining Deutsch|Werner, Grażyna|0|[]|GB 3046 W493
Langenscheidts Verb-Tabellen Deutsch|Wendt, Heinz F.|völlige Neubearb., 2. Aufl.|[]|GB 3046 W473 (2)
1000 deutsche Redensarten|Griesbach, Heinz|Neubearb., 2. Aufl.|[]|GB 3048 G848 (2)
Der kleine Wolkenatlas|Bock, Karl-Heinz|1. Aufl.|[]|RB 10420 B665
The name jar|Choi, Yangsook|0|[]|HG 831 C545
The Civil War and reconstruction|Gienapp, William E.|1. ed.|[]|NP 6020 G454
Geschichte der Kreuzzüge|Runciman, Steven|3. Aufl.|[]|NM 7600 R939 (3)
Learning English - Green line new|0|2. Aufl.,  [15. Dr.]|[]|MB 19/15
Environmental geography|Marsh, William Michael|2. ed.|[]|RB 10915 M366 (2)
Pippi im Park|Lindgren, Astrid|0|[]|ED 5540 L745 P6
Les fleurs du mal|Baudelaire, Charles|0|[]|IG 5601 F617 B3
Ohne Mühe die Noten erleben|Albrecht, Beate|0|[]|LT 56980 A341
Das n-Eck|Schröer, Harald|0|[]|Math E 400: 16
A handbook for singing|Hunt, Peter|0|[]|LR 56983 H939 -1
Improvisation und Theater|Johnstone, Keith|6. Aufl.|[]|AP 51600 J73 (6)
Dekonstruktive Pädagogik|Fritzsche, Bettina|0|[]|Paed B 190: 98
Iphigenie auf Tauris|Goethe, Johann Wolfgang von|Durchges. Ausg.|[]|GK 3831 I64 A5
Epilepsie - eine Krankheit als Zuflucht|Diebold, Gilbert|2., durchges. und korrigierte Aufl.|[]|Paed T 900: 27
Babij Jar - die Schlucht des Leids|Kuznecov, Anatolij|0|[]|KK 5595 B114
Resimli dil ve Yazım Alıştırmaları|0|0|[]|Büro Kalkavan-Aydin
Türkçe|Binyazar, Adnan|0|[]|Büro Kalkavan-Aydin
Türkçe|0|0|[]|Büro Kalkavan-Aydin
Yazım tekniği|Akarsu, Şükrü|1. Auflage|[]|Büro Kalkavan-Aydin
Öykü ve Öykü İnceleme|Akarsu, Şükrü|1. Auflage|[]|Büro Kalkavan-Aydin
Language and literacy in science education|Wellington, Jerry|0|[]|ZG 9100 W452
Printed and dyed textiles from Africa|Gillow, John|1. publ.|[]|LB 94465 G483 P9
A puzzle for Logan|MacAndrew, Richard|1. publ.|[]|Fre O 580: 237
Unterweisung im Musikhören|Venus, Dankmar|Verbesserte Neuausgabe, 4. Auflage|[]|LR 56967 V471 (4)
Rufus M.|Estes, Eleanor|0|[]|Fre O 580: 241
Höhere Mathematik|Meyberg, Kurt|4., korrig. Aufl|[]|Math N 10: 63,2
Museumsgeschichte Pfahlbaumuseum Unteruhldingen|Schöbel, G.|0|[]|NF 1040 S364 -1
Wer war Goethe?|Mareis, Peter|1. Aufl.|[]|GK 4001 W484
Hauswirtschaft nach Lernfeldern|Faber, Elisabeth|0|[]|ZE 70000 H378 F1 -1
Hauswirtschaft nach Lernfeldern|Freese, Enne|0|[]|ZE 70000 H378 F1 -3
Unterrichtssequenzen Deutsch|Beck, Brigitte|1. Aufl.|[]|MB 16/55,6
Politik ohne Parteien|Klages, Wolfgang|1. Aufl.|[]|MG 15300 K63
Sportartenübergreifende Zweikampfschulung|Zumbült, Helmut|0|[]|Spo C 880: 48
Wo die wilden Kerle wohnen|Hecker, Ulrich|0|[]|GB 2976 H449
Das Findebuch|Heyl, Thomas|1. Aufl.|[]|Paed H 540: 97
Beispiele und Perspektiven naturnaher Schulumfeldgestaltung vor dem Hintergrund einer modernen Umwelterziehung|Henning, Meinolf|0|[]|Paed L 920: 47
Klettern an der Boulderwand|Kittsteiner, Jürgen|0|[]|Spo D 300: 2
Cultural history and education|Popkewitz, Thomas S.|0|[]|HD 219 P828
Typisch Junge?|Lohscheller, Frank|1. Aufl.|[]|Psy C 240: 95
Laughing matters|Medgyes, Péter|1. publ.|[]|HD 208 M488
Zeit des Mondes|Almond, David|0|[]|GE 6918 A452
Geschichte, nicht nur im Klassenzimmer ...|Scriba, Friedemann|0|[]|NB 8500 S434
Das komplexe Netzwerk pädagogischer Welten-Bildung|Mikula, Regina|0|[]|Paed B 30: 128 a
Hoch begabte Mädchen und Frauen|Wagner, Harald|0|[]|Psy G 310: 107
Europa|Reisach, Ulrike|0|[]|ED 5430 R375
Hautsache|Bleuel, Heike-Solweig|0|[]|Paed M 50: 40
Kinder lösen Konflikte selbst!|Braun, Günther|3., überarb. u. erw. Aufl.|[]|Psy G 590: 45
Zauberhaftes Lernen|Busse, Heike|0|[]|Spo D 500: 1
Es summt und brummt und fliegt und krabbelt|Donauer, Astrid|0|[]|Bio F 600: 123
"""Oh je, die Spitze ist abgebrochen!"""|Huber, Isabella|0|[]|Psy K 320: 117
Vygotskij und Piaget|Burrmann, Ulrike|0|[]|Paed D Vyg 1: 2
Soziale Performanzziele im schulischen Leistungskontext|Stöger, Heidrun|0|[]|Psy G 400: 56
Klang-Werkstatt für Kinder|Kreusch-Jacob, Dorothée|1. Aufl.|[]|LR 56930 K92 K6
Politeness|Brown, Penelope|Reprinted|[]|ER 715 B879
Writing center research|Gillespie, Paula|0|[]|AK 39500 G478
Artikulation des Französischen bei 8- bis 10-jährigen deutschsprachigen Grundschülern am Beispiel einer dritten Klasse|Mordellet-Roggenbuck, Isabelle|0|[]|ID 1550 M834
Schulpolitik auf neuen Wegen?|Kussau, Jürgen|1. Aufl.|[]|Paed E 230: 33
Freizeiten in Zeltlagern und Selbstversorgehäusern|Gerbig, Gerd|0|[]|Paed U 600: 94
Sensorische Integration als Voraussetzung schulischer Fertigkeiten|Lütolf, Helen|1. Aufl.|[]|Paed T 900: 29
Sprachlabor|Mayr, Otto|1. Aufl.|[]|GB 2984 M474 -7/8
Mit der Schwerkraft spielen|Beck, Elisabeth|0|[]|Spo D 500: 20
Der beschleunigte Körper|Kwapis, Jörg|0|[]|Paed B 30: 130
Biologie, Amphibien|Graf, Erwin|1. Aufl.|[]|Bio F 600: 121
Rund ums Wasser|Graf, Erwin|1. Aufl.|[]|Che G 360: 94 a
Stargirl|Spinelli, Jerry|0|[]|HU 9800 S757 S7
Lernen an Stationen in der Grundschule|Knieps, Eva|0|[]|Bio F 600: 119 a
Vom Kolonialismus zum Imperialismus|Osiander, Wolfgang|1. Aufl.|[]|NB 9100 O82
Staunen - lernen|Schulte-Janzen, Annemarie|0|[]|Paed M 30: 87
Was wird durch eine Lehrplanrevision verändert?|Höhmann, Katrin|0|[]|Paed H 140: 20
Interkulturelles Lernen|Fillitz, Thomas|0|[]|Paed W 250: 195
Die Auer Unterrichtsmaterialien für Mathematik|0|1. Aufl.|[]|Math O 700: 109 ,1/2
Class war|Woodhead, Chris|0|[]|DI 2004 W888
Richtig schreiben leicht gemacht|Auf'm Kolk, Adelheid|1. Aufl.|[]|GB 2982 A918
Kreuzworträtselsammlung Geschichte|Bayerl, Hans|1. Aufl.|[]|NB 8500 B357 -3
